id,postcode,latitude,longitude,
1263,BB1,5EY,53.757139,-2.46767
1264,BB1,5HA,53.75511754,-2.469422465
1265,BB1,5HB,53.753952,-2.471336843
1266,BB1,5HD,53.75473327,-2.471147139
1267,BB1,5HE,53.75404551,-2.470047481
1268,BB1,5HF,53.75322596,-2.470462968
1269,BB1,5HH,53.75488766,-2.468449252
1270,BB1,5HJ,53.75454263,-2.46934022
1271,BB1,5HL,53.7540952,-2.468834748
1272,BB1,5HN,53.7542862,-2.468260562
1273,BB1,5HP,53.7562695,-2.464430246
1274,BB1,5HQ,53.75432526,-2.469762448
1275,BB1,5HR,53.75519516,-2.470257488
1276,BB1,5HS,53.75574099,-2.463969412
1277,BB1,5HW,53.75538113,-2.464359
1278,BB1,5HX,53.7557312,-2.46879231
1279,BB1,5JA,53.75535249,-2.466801273
1280,BB1,5JJ,53.756396,-2.468663
1281,BB1,5JL,53.75675363,-2.46705949
1282,BB1,5JN,53.75631329,-2.467039435
1283,BB1,5JP,53.7551949,-2.46802801
1284,BB1,5JQ,53.75619195,-2.468190769
1285,BB1,5JT,53.75491675,-2.465492
1286,BB1,5JZ,53.75664251,-2.465587056
1287,BB1,5LA,53.75588259,-2.466852654
1288,BB1,5LB,53.75587098,-2.465214517
1289,BB1,5LH,53.752873,-2.469155
1290,BB1,5LJ,53.75331137,-2.469311321
1291,BB1,5LL,53.75247521,-2.471667816
1292,BB1,5LR,53.75337398,-2.47167789
1293,BB1,5LS,53.75265114,-2.472640385
1294,BB1,5LT,53.75337795,-2.472951866
1295,BB1,5LU,53.75388096,-2.473033349
1296,BB1,5LW,53.75300107,-2.46821593
1297,BB1,5LX,53.75435731,-2.473038704
1298,BB1,5LY,53.7541117,-2.473779082
1299,BB1,5LZ,53.75673521,-2.469470847
1300,BB1,5NA,53.767179,-2.450988
1301,BB1,5ND,53.75972472,-2.463452124
1302,BB1,5NE,53.75663,-2.462174
1303,BB1,5NG,53.761436,-2.469614
1304,BB1,5NJ,53.7593736,-2.468226176
1305,BB1,5NL,53.75964116,-2.468760037
1306,BB1,5NN,53.75945277,-2.46866693
1307,BB1,5NP,53.76017801,-2.467082339
1308,BB1,5NQ,53.760386,-2.469239
1309,BB1,5NR,53.75936852,-2.467103
1310,BB1,5NS,53.75832428,-2.46533265
1311,BB1,5NT,53.75782091,-2.46534225
1312,BB1,5NU,53.75758124,-2.464566064
1313,BB1,5NW,53.75909427,-2.468405082
1314,BB1,5NX,53.75713807,-2.465274029
1315,BB1,5NY,53.7578014,-2.465736387
1316,BB1,5NZ,53.75814016,-2.466559
1317,BB1,5PA,53.75873158,-2.466914602
1318,BB1,5PB,53.75884615,-2.465186744
1319,BB1,5PD,53.75976378,-2.464969368
1320,BB1,5PE,53.75900882,-2.464961025
1321,BB1,5PF,53.758842,-2.459529
1322,BB1,5PH,53.75958824,-2.466196042
1323,BB1,5PJ,53.76004532,-2.466534809
1324,BB1,5PL,53.760926,-2.466727
1325,BB1,5PN,53.76098152,-2.466165976
1326,BB1,5PP,53.76051429,-2.463809696
1327,BB1,5PQ,53.759743,-2.465985
1328,BB1,5PR,53.76079008,-2.462220043
1329,BB1,5PS,53.76011,-2.464078
1330,BB1,5PT,53.76140482,-2.465943136
1331,BB1,5PU,53.76168456,-2.465658027
1332,BB1,5PW,53.76115323,-2.465925181
1333,BB1,5PX,53.76239312,-2.466045097
1334,BB1,5PY,53.76378621,-2.466060532
1335,BB1,5PZ,53.76419746,-2.466626369
1336,BB1,5QA,53.76486669,-2.467877731
1337,BB1,5QB,53.75987929,-2.453806
1338,BB1,5QE,53.76044225,-2.468465595
1339,BB1,5QF,53.758902,-2.460364
1340,BB1,5QG,53.76065311,-2.467285
1341,BB1,5QH,53.7587218,-2.459906
1342,BB1,5QL,53.76783062,-2.46147818
1343,BB1,5QN,53.76562417,-2.453018
1344,BB1,5QR,53.759495,-2.458065
1345,BB1,5QS,53.76579513,-2.464884337
1346,BB1,5QT,53.76820953,-2.46343942
1347,BB1,5QU,53.76828677,-2.462059691
1348,BB1,5QW,53.7691298,-2.464860511
1349,BB1,5QX,53.76915035,-2.461871949
1350,BB1,5QY,53.76901772,-2.463630383
1351,BB1,5QZ,53.7688762,-2.465358365
1352,BB1,5RB,53.762624,-2.455384
1353,BB1,5RE,53.76494406,-2.45478688
1354,BB1,5RF,53.76791284,-2.451693742
1356,BB1,5RH,53.76575665,-2.463215179
1357,BB1,5RJ,53.76792878,-2.46630366
1358,BB1,5RL,53.764301,-2.458786201
1360,BB1,5RQ,53.76799876,-2.464483904
1362,BB1,5RS,53.76298397,-2.464337513
1363,BB1,5RT,53.76346083,-2.461885323
1364,BB1,5RU,53.76257752,-2.462527897
1365,BB1,5RW,53.75787795,-2.457531641
1366,BB1,5RX,53.76241015,-2.46164625
1367,BB1,5RY,53.76235243,-2.460295569
1368,BB1,5RZ,53.760614,-2.456742
1369,BB1,5SA,53.76124882,-2.464454878
1370,BB1,5SB,53.76135855,-2.463970691
1371,BB1,5SD,53.76140043,-2.464759927
1372,BB1,5SE,53.76191972,-2.462960563
1373,BB1,5SF,53.76119031,-2.463316584
1374,BB1,5SG,53.766218,-2.455711
1375,BB1,5SJ,53.758052,-2.456821
1376,BB1,5SP,53.76610165,-2.464644998
1377,BB1,5ST,53.76900063,-2.454011487
1378,BB1,5SU,53.76907299,-2.453890896
1379,BB1,5SW,53.764879,-2.460262
1380,BB1,5SX,53.76779373,-2.457032664
1381,BB1,5TB,53.76615454,-2.458228
1383,BB1,5TH,53.765312,-2.455322
1384,BB1,5TR,53.76745491,-2.465661228
1385,BB1,5TS,53.76672743,-2.465516638
1386,BB1,5UA,53.76904217,-2.453965
1387,BB1,5UD,53.765402,-2.45508
1388,BB1,5UE,53.765669,-2.458253
1390,BB1,5WQ,53.74293091,-2.484903506
1391,BB1,6AB,53.74293091,-2.484903506
1392,BB1,6AD,53.750067,-2.480719004
1394,BB1,6AF,53.750844,-2.479808
1395,BB1,6AJ,53.74293091,-2.484903506
1396,BB1,6AR,53.75065,-2.481078456
1397,BB1,6AS,53.749398,-2.481657
1398,BB1,6AT,53.74951377,-2.48179481
1399,BB1,6AW,53.74916349,-2.481730143
1400,BB1,6AX,53.74293091,-2.484903506
1401,BB1,6AY,53.75110801,-2.48096382
1402,BB1,6BB,53.75532121,-2.477023175
1403,BB1,6BE,53.75096954,-2.481872136
1404,BB1,6BH,53.751249,-2.481921
1405,BB1,6DG,53.75538,-2.476174
1406,BB1,6DJ,53.7498975,-2.48248161
1407,BB1,6DN,53.75128974,-2.482709883
1409,BB1,6DR,53.75123398,-2.483164195
1410,BB1,6DS,53.75258952,-2.481344725
1412,BB1,6DW,53.75067215,-2.482065874
1413,BB1,6DX,53.75379036,-2.479993522
1414,BB1,6DY,53.75734815,-2.475999
1415,BB1,6DZ,53.75394047,-2.478417965
1416,BB1,6EA,53.75472022,-2.478972818
1417,BB1,6EE,53.7558685,-2.477272047
1418,BB1,6EH,53.75619079,-2.477594207
1419,BB1,6EL,53.75644931,-2.478127985
1420,BB1,6EN,53.75684659,-2.477677486
1421,BB1,6EP,53.75547779,-2.478329278
1422,BB1,6ER,53.75613087,-2.479095044
1423,BB1,6ET,53.75523957,-2.479464058
1424,BB1,6EU,53.75506771,-2.479735096
1425,BB1,6EW,53.75267066,-2.479040483
1426,BB1,6EY,53.755827,-2.479031
1427,BB1,6HA,53.75063251,-2.478501678
1430,BB1,6HL,53.750252,-2.47736
1431,BB1,6HN,53.752967,-2.474779043
1432,BB1,6HQ,53.74967575,-2.479506823
1434,BB1,6JQ,53.75688122,-2.471201525
1435,BB1,6JR,53.7572796,-2.470462792
1436,BB1,6JS,53.75435585,-2.475677606
1437,BB1,6JT,53.75494822,-2.473621671
1438,BB1,6JU,53.76028167,-2.470450858
1439,BB1,6JW,53.75774654,-2.470574185
1440,BB1,6JY,53.7572094,-2.472312408
1441,BB1,6JZ,53.75885012,-2.471071898
1442,BB1,6LB,53.75907762,-2.470361555
1443,BB1,6LD,53.75757196,-2.471542943
1444,BB1,6LE,53.75207357,-2.477759795
1445,BB1,6LF,53.75170035,-2.478938447
1446,BB1,6LG,53.75270458,-2.477296825
1447,BB1,6LH,53.75312988,-2.47883339
1448,BB1,6LL,53.75937748,-2.469530667
1449,BB1,6LN,53.75861216,-2.469870984
1450,BB1,6LP,53.75813534,-2.469986999
1451,BB1,6LQ,53.75373272,-2.478673424
1452,BB1,6LR,53.75791981,-2.469939089
1453,BB1,6LS,53.75810929,-2.467453728
1454,BB1,6LT,53.75743166,-2.468356237
1455,BB1,6LU,53.75713779,-2.467655275
1456,BB1,6LW,53.75859781,-2.468945592
1457,BB1,6LX,53.7575325,-2.470147106
1458,BB1,6NB,53.75670313,-2.470774854
1459,BB1,6NE,53.75717064,-2.473024832
1460,BB1,6NF,53.75703427,-2.473417645
1461,BB1,6NG,53.75703103,-2.474236635
1462,BB1,6NH,53.75654221,-2.47511081
1463,BB1,6NJ,53.75931108,-2.474975231
1464,BB1,6NL,53.75653974,-2.475854
1465,BB1,6NN,53.75772009,-2.472727661
1466,BB1,6NP,53.75946968,-2.471230516
1467,BB1,6NQ,53.75674983,-2.474885649
1468,BB1,6NS,53.75808733,-2.473050305
1469,BB1,6NT,53.75963674,-2.474448024
1470,BB1,6NW,53.75880328,-2.471556743
1471,BB1,6NY,53.75862561,-2.475574201
1472,BB1,6NZ,53.75801403,-2.475673461
1473,BB1,6PD,53.75423797,-2.478193855
1474,BB1,6PF,53.75966729,-2.471263066
1475,BB1,6PG,53.75932919,-2.472669901
1476,BB1,6PH,53.75867629,-2.467262847
1477,BB1,6PJ,53.75578242,-2.476315568
1478,BB1,6PN,53.75997576,-2.472813679
1479,BB1,6PQ,53.76001903,-2.473238876
1480,BB1,6PR,53.75879076,-2.474726672
1481,BB1,6PS,53.75845049,-2.474404311
1482,BB1,6PT,53.76010458,-2.472056714
1483,BB1,6PU,53.75910156,-2.473410571
1484,BB1,6PW,53.75850226,-2.472675778
1485,BB1,6WG,53.75668171,-2.473929357
1486,BB1,6WX,53.74293091,-2.484903506
1487,BB1,6XD,53.74293091,-2.484903506
1488,BB1,7AF,53.75066524,-2.483248
1489,BB1,7AG,53.75030107,-2.48492776
1490,BB1,7AJ,53.75043107,-2.483898052
1491,BB1,7AP,53.75050613,-2.485339573
1493,BB1,7AR,53.75054978,-2.485658537
1495,BB1,7AT,53.75084533,-2.485737
1496,BB1,7AW,53.75045331,-2.485065997
1498,BB1,7BD,53.75077712,-2.485115
1499,BB1,7BG,53.75076886,-2.484826996
1501,BB1,7BL,53.75070926,-2.484007405
1502,BB1,7BQ,53.75075218,-2.484615
1503,BB1,7DJ,53.749064,-2.48431878
1504,BB1,7DL,53.74293091,-2.484903506
1505,BB1,7DN,53.74911464,-2.484702
1506,BB1,7DP,53.748825,-2.483576
1507,BB1,7DR,53.74871074,-2.484788123
1508,BB1,7DT,53.75028236,-2.485109521
1509,BB1,7DY,53.74992813,-2.483801282
1511,BB1,7EB,53.75054892,-2.485870835
1512,BB1,7ED,53.75116322,-2.484862
1513,BB1,7EF,53.75266002,-2.484272
1514,BB1,7EG,53.75182935,-2.484854378
1515,BB1,7EL,53.75253717,-2.485408493
1516,BB1,7EN,53.74293091,-2.484903506
1517,BB1,7EP,53.7523084,-2.484192617
1518,BB1,7ER,53.75300533,-2.485353
1519,BB1,7ES,53.75370237,-2.486210564
1520,BB1,7ET,53.75326998,-2.486448221
1521,BB1,7EU,53.75337493,-2.487162229
1522,BB1,7EW,53.75273631,-2.485061981
1523,BB1,7EX,53.75468609,-2.487435236
1524,BB1,7EY,53.75392207,-2.48522731
1525,BB1,7EZ,53.75385342,-2.484422719
1526,BB1,7HA,53.75445137,-2.485476073
1527,BB1,7HD,53.75486209,-2.486042
1528,BB1,7HJ,53.75545602,-2.485972995
1529,BB1,7HN,53.75396385,-2.483787015
1530,BB1,7HP,53.75220355,-2.483448305
1531,BB1,7HQ,53.74932307,-2.484507053
1532,BB1,7HR,53.74946285,-2.483825
1533,BB1,7HS,53.75534422,-2.484728046
1534,BB1,7HU,53.75020301,-2.484729489
1535,BB1,7HW,53.75268845,-2.483560035
1536,BB1,7JB,53.74882759,-2.482788
1537,BB1,7JD,53.74855435,-2.48345188
1538,BB1,7JE,53.749042,-2.48326
1539,BB1,7JF,53.74946285,-2.48275
1540,BB1,7JG,53.74901,-2.482032
1541,BB1,7JJ,53.749513,-2.48228
1542,BB1,7JN,53.75017886,-2.484031635
1543,BB1,7JQ,53.74959889,-2.482554
1545,BB1,7LD,53.75202404,-2.483385581
1546,BB1,7LE,53.75280902,-2.482924
1547,BB1,7LF,53.75300804,-2.482320118
1548,BB1,7LG,53.75294101,-2.481106095
1549,BB1,7LH,53.75320815,-2.481730946
1550,BB1,7LJ,53.75341193,-2.48246124
1551,BB1,7LL,53.75390803,-2.482027113
1552,BB1,7LP,53.754182,-2.483182878
1553,BB1,7LR,53.7551015,-2.482510945
1554,BB1,7LS,53.75754242,-2.478989778
1555,BB1,7LT,53.75660077,-2.480708097
1556,BB1,7LU,53.75779329,-2.479189811
1557,BB1,7LW,53.75411175,-2.482469
1558,BB1,7LZ,53.75702921,-2.479211443
1559,BB1,7NA,53.75617247,-2.479929694
1560,BB1,7NB,53.75519705,-2.481101556
1561,BB1,7ND,53.75475119,-2.480216811
1562,BB1,7NE,53.75397782,-2.480314147
1563,BB1,7NF,53.75436156,-2.481001007
1564,BB1,7NG,53.75413431,-2.481635386
1565,BB1,7NH,53.75549739,-2.482409319
1566,BB1,7NQ,53.748463,-2.481737
1568,BB1,8AA,53.751672,-2.486126
1569,BB1,8AB,53.75224501,-2.486527366
1570,BB1,8AD,53.75240404,-2.48941065
1571,BB1,8AE,53.75221601,-2.48702749
1572,BB1,8AF,53.75240967,-2.488030654
1573,BB1,8AG,53.7519992,-2.487297957
1574,BB1,8AL,53.75219316,-2.488225294
1575,BB1,8AN,53.75291,-2.488977
1576,BB1,8AP,53.753785,-2.490412
1577,BB1,8AT,53.75364302,-2.491942607
1579,BB1,8AW,53.75541039,-2.490552777
1580,BB1,8AY,53.75461941,-2.490558722
1581,BB1,8AZ,53.756065,-2.490924412
1582,BB1,8BA,53.755262,-2.491825
1583,BB1,8BB,53.75616607,-2.492578779
1584,BB1,8BE,53.75664871,-2.488853339
1585,BB1,8BF,53.75468235,-2.492743406
1586,BB1,8BG,53.75768464,-2.488289014
1587,BB1,8BH,53.75718463,-2.489678596
1588,BB1,8BJ,53.75628232,-2.488333408
1589,BB1,8BL,53.75570655,-2.488463226
1590,BB1,8BN,53.75589176,-2.489329881
1591,BB1,8BQ,53.75748221,-2.489439382
1592,BB1,8BS,53.75572763,-2.489904307
1593,BB1,8BT,53.75485037,-2.48902961
1594,BB1,8BU,53.7543183,-2.489463246
1596,BB1,8BX,53.75393684,-2.488230358
1597,BB1,8BY,53.75447462,-2.488600588
1598,BB1,8BZ,53.7519076,-2.487721525
1599,BB1,8DA,53.75274339,-2.487746378
1601,BB1,8DD,53.75175684,-2.487219325
1602,BB1,8DF,53.75903081,-2.495357707
1603,BB1,8DG,53.75880317,-2.496067914
1604,BB1,8DH,53.7610021,-2.490284267
1605,BB1,8DJ,53.76018936,-2.491215231
1606,BB1,8DL,53.75919486,-2.492629407
1607,BB1,8DN,53.75838914,-2.491846422
1608,BB1,8DP,53.75875263,-2.490879933
1609,BB1,8DQ,53.76025391,-2.493005848
1610,BB1,8DR,53.75985248,-2.490073684
1611,BB1,8DS,53.76105799,-2.487600073
1612,BB1,8DT,53.75926326,-2.488945
1613,BB1,8DU,53.75945825,-2.487566364
1614,BB1,8DW,53.75845307,-2.489254
1615,BB1,8DX,53.75989163,-2.487086004
1616,BB1,8DY,53.7590946,-2.4885784
1617,BB1,8DZ,53.75783073,-2.487729513
1618,BB1,8EA,53.75620347,-2.487831986
1619,BB1,8EB,53.75871191,-2.489848049
1620,BB1,8ED,53.75609033,-2.486920664
1621,BB1,8EG,53.757708,-2.484998
1622,BB1,8EJ,53.75733205,-2.486586187
1623,BB1,8EL,53.75838305,-2.486734851
1624,BB1,8EN,53.75765573,-2.486559595
1625,ZE2,9PB,60.2255217543,-1.5738601337
1626,ZE2,9PD,60.2204920707,-1.6053112788
1627,ZE2,9PE,60.2409823037,-1.6470171827
1628,ZE2,9PF,60.225056,-1.557837
1629,ZE2,9PG,60.2254203936,-1.5702693025
1630,ZE2,9PH,60.2351995733,-1.5651397289
1631,ZE2,9PJ,60.2422190751,-1.55641396
1632,ZE2,9PL,60.2994182963,-1.6479797816
1633,ZE2,9PN,60.133847,-2.055248
1634,ZE2,9PP,60.2722562159,-1.1708388051
1635,ZE2,9PQ,60.2278295608,-1.5683783988
1636,ZE2,9PR,60.3189877882,-1.1348963298
1637,ZE2,9PS,60.265286,-1.143561
1638,ZE2,9PT,60.3642046148,-1.2613221038
1639,ZE2,9PU,60.3575100249,-1.2619809701
1640,ZE2,9PW,60.3263465075,-1.6804992507
1641,ZE2,9PX,60.3484487587,-1.268872
1642,ZE2,9PY,60.3403091882,-1.333977299
1643,ZE2,9PZ,60.4016572048,-1.2221975432
1644,ZE2,9QA,60.3651755782,-1.1293220486
1645,ZE2,9QB,60.368743,-1.124241
1646,ZE2,9QD,60.3546566174,-1.166482973
1647,ZE2,9QE,60.377536,-1.162235
1648,ZE2,9QF,60.4061130143,-1.1173741746
1649,ZE2,9QG,60.394782332,-1.3593570964
1650,ZE2,9QH,60.3882463291,-1.3501970562
1651,ZE2,9QJ,60.3881453808,-1.3479132619
1652,ZE2,9QL,60.3717583979,-1.3496004767
1653,ZE2,9QN,60.387064,-1.373277
1654,ZE2,9QP,60.4204873749,-1.3175393117
1655,ZE2,9QQ,60.3902566032,-1.3481613459
1656,ZE2,9QR,60.444997,-1.253456
1657,ZE2,9QS,60.368996,-1.326684
1658,ZE2,9QT,60.4705554231,-1.2106014831
1659,ZE2,9QU,60.379267,-1.34644
1660,ZE2,9QW,60.363814,-1.383875
1661,ZE2,9QX,60.2323953464,-1.5670184507
1662,ZE2,9QY,60.3888446785,-1.3476997275
1663,ZE2,9QZ,60.3588598025,-1.2625123564
1664,ZE2,9RA,60.4601542828,-1.180217594
1665,ZE2,9RB,60.458861,-1.184505
1666,ZE2,9RD,60.4365375869,-1.3583723153
1667,ZE2,9RE,60.410569,-1.390271
1668,ZE2,9RF,60.4594448872,-1.3779015576
1669,ZE2,9RG,60.4740927795,-1.4352809628
1670,ZE2,9RH,60.490181469,-1.4523077924
1671,ZE2,9RJ,60.4877083439,-1.4491468497
1672,ZE2,9RL,60.509844,-1.465433
1673,ZE2,9RN,60.436452064,-1.3630068917
1674,ZE2,9RP,60.4867206379,-1.4968920186
1675,ZE2,9RQ,60.442908,-1.445453
1676,ZE2,9RS,60.500129,-1.575433
1677,ZE2,9RT,60.5025680381,-1.3439058752
1678,ZE2,9RU,60.482308205,-1.3672391093
1679,ZE2,9RW,60.478629,-1.482136
1680,ZE2,9RX,60.5238440308,-1.3769770399
1681,ZE2,9RY,60.58715,-1.331897
1682,ZE2,9RZ,60.547247,-1.333285
1683,ZE2,9SA,60.5075768131,-1.3345731948
1684,ZE2,9SB,60.1791423323,-1.2366385926
1685,ZE2,9SD,60.1836356641,-1.2310716675
1686,ZE2,9SE,60.1899412417,-1.225462
1687,ZE2,9SF,60.2001392731,-1.205162375
1688,ZE2,9SG,60.202691,-1.222021
1689,ZE2,9SH,60.18505,-1.239584
1690,ZE2,9SJ,60.39851,-1.34669
1691,ZE2,9SL,60.3921745277,-1.3511167105
1692,ZE2,9SN,60.398928,-1.3513032999
1693,ZE2,9SP,60.3989982832,-1.349256956
1694,ZE2,9SQ,60.2342259478,-1.2252285691
1695,ZE2,9SR,60.398297389,-1.3491439115
1696,ZE2,9SS,60.3980429933,-1.3485319964
1697,ZE2,9ST,60.3981947917,-1.350198479
1698,ZE2,9SU,60.3977115791,-1.3505347451
1699,ZE2,9SW,60.3998643215,-1.3500926237
1700,ZE2,9SX,60.3977882633,-1.3515312849
1701,ZE2,9SY,60.3976059922,-1.3528233149
1702,ZE2,9SZ,60.3986982947,-1.3521846368
1703,ZE2,9TA,60.7639733652,-0.8622578585
1704,ZE2,9TD,60.4565695504,-1.1857255026
1705,ZE2,9TE,60.44681,-1.200636
1706,ZE2,9TF,60.4497495524,-1.1922759193
1707,ZE2,9TG,60.4607657545,-1.1803658235
1708,ZE2,9TH,60.459586357,-1.1798500944
1709,ZE2,9TL,60.448137,-1.19437
1710,ZE2,9TN,60.7975018316,-0.8191584476
1711,ZE2,9TP,60.7988609548,-0.8173444551
1712,ZE2,9TQ,60.4601405717,-1.1809088482
1713,ZE2,9TR,60.18128,-1.2258131085
1714,ZE2,9TS,60.3510116179,-1.0153903718
1715,ZE2,9TT,60.3932107309,-1.3630349245
1716,ZE2,9TU,60.4574925769,-1.2740582528
1717,ZE2,9TW,60.768749,-0.8340658452
1718,ZE2,9TX,60.1362468299,-1.2027609791
1719,ZE2,9TY,60.394418,-1.348949
1720,ZE2,9TZ,60.390659,-1.372138
1721,ZE2,9UA,60.394026,-1.366339
1722,ZE2,9UB,60.3704407701,-1.1339865998
1723,ZE2,9UP,60.438420769,-1.2705952342
1724,ZE2,9UR,60.444361,-1.276386
1726,ZE1,9SA,60.1544368541,-1.1462290379
1727,ZE1,9SB,60.1544368541,-1.1462290379
1728,ZE1,9SD,60.1544368541,-1.1462290379
1729,ZE1,9SE,60.1544368541,-1.1462290379
1730,ZE1,9SF,60.1544368541,-1.1462290379
1731,ZE1,9SG,60.1544368541,-1.1462290379
1732,ZE1,9SH,60.1544368541,-1.1462290379
1733,ZE1,9SJ,60.1544368541,-1.1462290379
1734,ZE1,9SL,60.1544368541,-1.1462290379
1735,ZE1,9SN,60.1544368541,-1.1462290379
1736,ZE1,9SP,60.1544368541,-1.1462290379
1737,ZE1,9SQ,60.1544368541,-1.1462290379
1738,ZE1,9SR,60.1544368541,-1.1462290379
1739,ZE1,9SS,60.1544368541,-1.1462290379
1740,ZE1,9ST,60.1544368541,-1.1462290379
1741,ZE1,9SU,60.1544368541,-1.1462290379
1742,ZE1,9SW,60.1544368541,-1.1462290379
1743,ZE1,9SX,60.1544368541,-1.1462290379
1744,ZE1,9SY,60.1544368541,-1.1462290379
1745,ZE1,9SZ,60.1544368541,-1.1462290379
1746,ZE1,9TA,60.1544368541,-1.1462290379
1747,ZE1,9TB,60.1544368541,-1.1462290379
1748,ZE2,9AA,60.340019608,-1.0224966344
1749,ZE2,9AB,60.3412698456,-1.018818
1750,ZE2,9AD,60.344683,-1.019205
1751,ZE2,9AE,60.351855,-1.016543
1752,ZE2,9AF,60.349777716,-1.0173121141
1753,ZE2,9AG,60.3345377811,-1.0170094981
1754,ZE2,9AH,60.3416315256,-0.9859260122
1755,ZE2,9AJ,60.3573558511,-0.9536645714
1756,ZE2,9AL,60.364379,-0.9947254511
1757,ZE2,9AN,60.372109,-0.96982
1758,ZE2,9AP,60.3608525662,-0.9997039358
1759,ZE2,9AQ,60.3415406706,-1.0096248794
1760,ZE2,9AR,60.4237413895,-0.7515829928
1761,ZE2,9AS,60.4229993502,-0.7634895803
1762,ZE2,9AT,60.4219721286,-0.7592424078
1763,ZE2,9AU,60.546545,-1.053338
1764,ZE2,9AW,60.377291,-0.930119
1765,ZE2,9AX,60.56021,-1.028207
1766,ZE2,9AY,60.4988388682,-1.0545100816
1767,ZE2,9AZ,60.4955480123,-1.0551337333
1768,ZE2,9BA,60.5006823935,-1.0832381759
1769,ZE2,9BD,60.5016873417,-1.156903
1770,ZE2,9BE,60.489111,-1.129188
1771,ZE2,9BG,60.5252843317,-1.1697001036
1772,ZE2,9BH,60.577588726,-1.1789609566
1773,ZE2,9BJ,60.59873816,-1.0764065889
1774,ZE2,9BL,60.617023,-1.143155
1775,ZE2,9BN,60.6013582367,-1.0683880408
1776,ZE2,9BP,60.5976824104,-1.060332
1777,ZE2,9BQ,60.3408323962,-1.0133963136
1778,ZE2,9BS,60.5961192591,-1.0613450774
1779,ZE2,9BT,60.59691,-1.0574077451
1780,ZE2,9BU,60.5853150501,-1.0221236308
1781,ZE2,9BW,60.5974377232,-1.0598643358
1782,ZE2,9BX,60.6010030974,-1.0689643694
1783,ZE2,9BZ,60.716361455,-1.0160374705
1784,ZE2,9DA,60.6103163302,-1.0602935745
1785,ZE2,9DB,60.630098205,-1.0465581945
1786,ZE2,9DD,60.713493,-1.02406
1787,ZE2,9DE,60.7154390899,-1.0177150317
1788,ZE2,9DF,60.667686,-1.006159
1789,ZE2,9DG,60.6605735126,-1.0480177603
1790,ZE2,9DH,60.1460163332,-1.1123756438
1791,ZE2,9DJ,60.593812,-0.85921
1792,ZE2,9DL,60.6872641577,-0.8965714784
1793,ZE2,9DN,60.6856380276,-0.90411582
1794,ZE2,9DP,60.7574002266,-0.860691
1795,ZE2,9DQ,60.66707,-1.058787
1796,ZE2,9UT,60.7520447314,-0.8609187917
1797,ZE2,9XA,60.2601551253,-1.1626876278
1798,ZE2,9XB,60.2307260744,-1.5645129082
1799,ZE2,9XF,60.3580028198,-1.2601754885
1800,ZE2,9XG,60.5858032601,-1.3374373131
1801,ZE2,9XH,60.1818365228,-1.2305007759
1802,ZE2,9XJ,60.1884287804,-1.2464123809
1803,ZE2,9XL,60.7621318512,-0.8698112624
1804,ZE2,9XN,60.106628662,-1.3371158005
1805,ZE2,9XP,60.4781017043,-1.4805986714
1806,ZE2,9XQ,60.3594225661,-1.2701304901
1807,ZE2,9XS,60.3930130777,-1.3481607011
1808,ZE2,9XT,60.1944733034,-1.222254
1809,ZE2,9XU,60.1082126122,-1.3378394461
1810,ZE2,9XW,60.107589,-1.3371997268
1811,ZE2,9YL,60.323375,-1.688241
1813,ZE3,9JJ,59.8871036357,-1.3075782928
1814,ZE3,9JL,59.8864180787,-1.3069850628
1815,ZE3,9JN,59.867707,-1.280678
1816,ZE3,9JP,59.8766669215,-1.299398
1817,ZE3,9JR,59.8917848995,-1.3115731838
1818,ZE3,9JS,59.890606,-1.294193
1819,ZE3,9JT,59.8726154923,-1.3067721123
1820,ZE3,9JU,59.8895440956,-1.3072058985
1821,ZE3,9JW,59.8736692221,-1.3056607026
1822,ZE3,9JX,59.8752862403,-1.3075024317
1823,ZE3,9JY,59.8915722659,-1.3138470691
1824,ZE3,9JZ,59.8923919834,-1.3108994238
1825,ZE2,9DR,60.7587658753,-0.8575791176
1826,ZE2,9DS,60.764962,-0.843611
1827,ZE2,9DT,60.751266,-0.849534
1828,ZE2,9DU,60.763142,-0.862801
1829,ZE2,9DW,60.6953504119,-0.9281995481
1830,ZE2,9DX,60.7573514006,-0.8849535216
1831,ZE2,9DY,60.7587474549,-0.8809962241
1832,ZE2,9DZ,60.7666882742,-0.8946150281
1833,ZE2,9EA,60.7580654471,-0.8618798262
1834,ZE2,9EB,60.7588471751,-0.863980913
1835,ZE2,9ED,60.7902552223,-0.8322103883
1836,ZE2,9EE,60.7877450072,-0.831715
1837,ZE2,9EF,60.799322,-0.813505
1838,ZE2,9EG,60.0015159318,-1.233794843
1839,ZE2,9EH,60.6848,-0.90376
1840,ZE2,9EJ,60.7988136048,-0.815031007
1841,ZE2,9EL,60.1557838705,-1.1161114307
1842,ZE2,9EN,60.1544951316,-1.1154074869
1843,ZE2,9EP,60.1726057931,-1.107587
1844,ZE2,9EQ,60.8007930468,-0.8695150343
1845,ZE2,9ER,60.139839,-1.113766
1846,ZE2,9ES,60.1517067505,-1.0947512273
1847,ZE2,9ET,60.143928798,-1.1117296012
1848,ZE2,9EU,60.1441815436,-1.1105883283
1849,ZE2,9EW,60.1692638218,-1.1382396568
1850,ZE2,9EX,60.1156377631,-1.2114811895
1851,ZE2,9EY,60.098492,-1.227481
